+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x17i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x18i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x19i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x20i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x21i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x22i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x23i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x24i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x25i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x26i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x27i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x28i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x29i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x30i                         ; 6     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x31i                         ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x556i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x557i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x558i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x559i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x560i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x561i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; qsys_top_0|eth_mon_0|crcchk_inst|crc32_chk_inst|crc32_calculator_u0|crc32_u0|cr|d|cc|x562i                        ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
